,case_number,country,area,sex,age,time,month,decade
813,2010.02.19,New Zealand,South Island,M,27,night,02,2000
814,2010.02.16,South Africa,Eastern Cape Province,M,27,morning,02,2000
815,2010.02.15,Fiji,Off Vanua Levu,M,19,morning,02,2000
816,2010.02.13,Australia,Queensland,F,60,afternoon,02,2000
817,2010.02.11,Australia,New South Wales,M,46,morning,02,2000
818,2010.02.06.R,New Zealand,South Island,M,27,unknown,02,2000
819,2010.02.06.b,Australia,New South Wales,M,18,afternoon,02,2000
820,2010.02.06.a,USA,Florida,M,27,afternoon,02,2000
821,2010.02.04,Guam,Merizo,M,31,morning,02,2000
822,2010.02.03,USA,Florida,M,38,afternoon,02,2000
823,2010.02.01,New Zealand,South Island,F,14,evening,02,2000
824,2010.01.30,Brazil,Rio Grande Do Sul,M,29,unknown,01,2000
825,2010.01.27,Australia,Queensland,M,27,afternoon,01,2000
826,2010.01.22.b,United Arab Emirates,Dubai,M,54,evening,01,2000
827,2010.01.22.a,Australia,Victoria,M,27,morning,01,2000
828,2010.01.12,South Africa,Western Province,M,37,afternoon,01,2000
829,2010.01.09.d,Australia,Torres Strait,F,9,unknown,01,2000
830,2010.01.09.c,Vietnam,Binh Dinh Province,F,27,unknown,01,2000
831,2010.01.09.b,Vietnam,Binh Dinh Province,M,27,afternoon,01,2000
832,2010.01.09.a,Vietnam,Binh Dinh Province,M,27,morning,01,2000
833,2010.01.06,USA,Florida,M,32,morning,01,2000
834,2010.01.05,South Africa,Eastern Province,M,27,unknown,01,2000
835,2009.12.29,South Africa,Eastern Cape Province,M,20,morning,12,2000
836,2009.12.26,Australia,New South Wales,M,55,morning,12,2000
837,2009.12.22,Mozambique,Maputo Province,M,27,afternoon,12,2000
838,2009.12.20.b,Australia,Queensland,M,27,morning,12,2000
839,2009.12.20.a,Australia,Queensland,M,18,morning,12,2000
840,2009.12.18,South Africa,Eastern Cape Province,M,22,afternoon,12,2000
842,2009.12.16,New Zealand,South Island,M,24,unknown,12,2000
843,2009.12.13,Australia,New South Wales,M,39,morning,12,2000
845,2009.12.06,USA,New Jersey,M,58,afternoon,12,2000
846,2009.11.25,USA,California,M,49,afternoon,11,2000
847,2009.11.24,USA,Florida,M,10,morning,11,2000
848,2009.11.16.b,USA,California,M,31,afternoon,11,2000
849,2009.11.16.a,USA,Florida,M,22,morning,11,2000
850,2009.11.13,USA,Florida,F,27,afternoon,11,2000
851,2009.11.11,USA,Florida,M,18,afternoon,11,2000
852,2009.11.08,Australia,South Australia,M,25,morning,11,2000
853,2009.11.05,USA,California,M,21,evening,11,2000
854,2009.10.30,Australia,Victoria,M,27,morning,10,2000
855,2009.10.29.R,Mozambique,Inhambane Province,M,27,unknown,10,2000
856,2009.10.28,Australia,New South Wales,F,17,morning,10,2000
857,2009.10.24,USA,California,M,27,afternoon,10,2000
858,2009.10.19,USA,Hawaii,M,54,morning,10,2000
859,2009.10.18,Panama,Bocas,F,10,evening,10,2000
