,case_number_id,country,empire,fatal,area,location,activity,injury,type_of_attack
1104,2007.09.20,USA,UNITED KINGDOM,False,Florida,"New Smyrna Beach, Volusia County",Surfing,Small lacerations to bottom of right big toe,Unprovoked
1105,2007.09.17,SOLOMON ISLANDS,UNITED KINGDOM,False,Marovo Lagoon,Kicha Island,Spearfishing,Left thigh bitten,Unprovoked
1106,2007.09.16.b,USA,UNITED KINGDOM,False,Florida,"New Smyrna Beach, Volusia County",Wading?,Laceration to right heel,Unprovoked
1107,2007.09.16.a,USA,UNITED KINGDOM,False,Florida,"Flagler Beach, Flagler County",Surfing,"No injury, surfboard bitten",Unprovoked
1108,2007.09.13,USA,UNITED KINGDOM,False,Florida,"Lauderdale-by-the-Sea, Broward County",Snorkeling,"Minor injury, shark latched onto his abdomen",Unprovoked
1109,2007.09.08,USA,UNITED KINGDOM,False,Florida,"Pepper Park Beach, St. Lucie County",Wading,Puncture wounds & 2-inch laceration to calf,Unprovoked
1110,2007.09.05,USA,UNITED KINGDOM,False,Florida,"Daytona Beach, Volusia County",Wading,Laceration to right big toe,Unprovoked
1111,2007.09.04,USA,UNITED KINGDOM,False,South Carolina,Sullivan's Island,Standing,Lacerations to left calf and both feet ,Unprovoked
1112,2007.09.03.b,USA,UNITED KINGDOM,False,Florida,"Daytona Beach, Volusia County",Jumping,Tiny punctures to arm,Unprovoked
1113,2007.09.03.a,USA,UNITED KINGDOM,False,Florida,"Fort Lauderdale, Broward County",Swimming,"3"" laceration to left forearm",Unprovoked
1114,2007.08.28.b,USA,UNITED KINGDOM,False,Hawaii,"Ka'a'awa, Oahu",Body boarding,Laceration to right heel,Unprovoked
1115,2007.08.28.a,USA,UNITED KINGDOM,False,California,"Marina State Beach, Monterey County",Surfing,Lacerations to thigh & torso,Unprovoked
1116,2007.08.26,USA,UNITED KINGDOM,False,Florida,"New Smyrna Beach, Volusia County",Surfing,Left hand  bitten,Unprovoked
1117,2007.08.25,USA,UNITED KINGDOM,False,Florida,"New Smyrna Beach, Volusia County",Surfing, 6 lacerations to left hand,Unprovoked
1118,2007.08.22,USA,UNITED KINGDOM,False,North Carolina,North Carolina Aquarium at Fort Fisher,Diving,Minor injury from captive shark PROVOKED INCIDENT,Provoked
1119,2007.08.20,USA,UNITED KINGDOM,False,Delaware,"Indian River Inlet, Rehoboth Beach",Fishing,Forearm bitten by hooked shark PROVOKED INCIDENT,Provoked
1120,2007.08.19.c,USA,UNITED KINGDOM,False,Florida,"Islamorada Founder's Park, Plantation Key, Monroe County",Swimming,Torso bitten,Unprovoked
1121,2007.08.19.b,USA,UNITED KINGDOM,False,Florida,"New Smyrna Beach, Volusia County",Surfing,Foot bitten,Unprovoked
1122,2007.08.19.a.,USA,UNITED KINGDOM,False,South Carolina,"Lakewood Campground, Grand Strand, Horry County",Playing,Right calf bitten,Unprovoked
1123,2007.08.15,USA,UNITED KINGDOM,False,Florida,Sarasota Bay,Floating near boat & observing bioluminesce,Puncture wounds to torso,Unprovoked
1124,2007.08.12,USA,UNITED KINGDOM,False,Florida,"New Smyrna Beach, Volusia County",Swimming,"Minor injury, small lacerations to right foot",Unprovoked
1125,2007.08.11,USA,UNITED KINGDOM,False,Florida,"Ponce Inlet,  New Smyrna Beach, Volusia County",Walking out of the water after surfing,"Minor injury, lacerations to left ankle & foot ",Unprovoked
1126,2007.08.09.b,USA,UNITED KINGDOM,False,South Carolina,"Isle of Palms, Charleston County",Swimming,Lacerations to right foot,Unprovoked
1127,2007.08.09.a,USA,UNITED KINGDOM,False,South Carolina,"Isle of Palms, Charleston County",Boogie Boarding,Lacerations to lower leg & ankle,Unprovoked
1128,2007.08.07,USA,UNITED KINGDOM,False,Florida,"Islamorada, Monroe County",Jumped into the water,Lacerations to arm,Unprovoked
1129,2007.07.29,USA,UNITED KINGDOM,False,Florida,"Ponce Inlet, Volusia County",Surfing,Minor injury to shoulder,Unprovoked
1130,2007.07.28,USA,UNITED KINGDOM,False,California,"Imperial Beach, San Diego County",Surfing,"No injury, shark bit surfboard",Unprovoked
1131,2007.07.22,USA,UNITED KINGDOM,False,California,"Malibu, Los Angeles County",Surf paddling,"No injury, surfboard bumped by shark for 20 minutes",Unprovoked
1132,2007.07.21,USA,UNITED KINGDOM,False,California,"Bean Hollow State Beach, San Mateo County",Kayak Fishing,"No injury, kayak bitten",Boat
1133,2007.07.19.b,USA,UNITED KINGDOM,False,Hawaii,"Bellows Beach near Wailea Point, O�ahu",Snorkeling,Left calf severely bitten,Unprovoked
1134,2007.07.19.a,AUSTRALIA,UNITED KINGDOM,False,Territory of Cocos (Keeling) Islands,Direction Island,Wading,Calf bitten,Unprovoked
1135,2007.07.18.b,USA,UNITED KINGDOM,False,North Carolina,"North Topsail Beach, Onslow  County",Swimming,Right calf bitten,Unprovoked
1136,2007.07.18.a,NORWAY,OTHER,False,Oslo Fjord,Sj�strand,Scuba diving,PROVOKED INCIDENT           No injury. Diver touched 'dead' shark; shark bit his equipment-covered arm,Provoked
1137,2007.07.17.b,USA,UNITED KINGDOM,False,California,"Faria Beach, Ventura County",Swimming,Foot injured. Shark involvment uncomfirmed,Invalid
1138,2007.07.17.a,USA,UNITED KINGDOM,False,North Carolina,"Atlantic Beach, Carteret County",Wading,Lacerations to right thigh & left foot,Unprovoked
1139,2007.07.10,BAHAMAS,UNITED KINGDOM,False,Abaco Islands,Allan-Pensacola Cay,Spearfishing,"Lacerations to thumb, ring and pinky fingers of right hand ",Unprovoked
1140,2007.07.05,USA,UNITED KINGDOM,False,Florida,"Ponce Inlet, Volusia County",Surfing,Right foot bitten,Unprovoked
1141,2007.07.04,REUNION,FRANCE,False,,Boucan Canot,Body boarding,Minor injuries to thigh & knee ,Unprovoked
1143,2007.06.30.b,USA,UNITED KINGDOM,False,Florida,Marques Island,Removing hook from shark,Lacerations to right  hand by hooked shark PROVOKED INCIDENT,Provoked
1144,2007.06.30.a,USA,UNITED KINGDOM,False,California,"Will Rogers State Beach, Los Angeles County",Swimming,Hand bitten,Unprovoked
1145,2007.06.25,USA,UNITED KINGDOM,False,Florida,"New Smyrna Beach, Volusia County",Surfing,6 to 8 puncture wounds to right hand,Unprovoked
1146,2007.06.24,USA,UNITED KINGDOM,False,Hawaii,"Silva's Channel, Mokuleia, O'ahu",Surfing,"No injury, board damaged",Unprovoked
1147,2007.06.17,USA,UNITED KINGDOM,False,Florida,"Vilano Beach, St.  Johns County",Surfing,Superficial injuries to upper leg may have been caused by surfboard fin,Invalid
1148,2007.06.12,USA,UNITED KINGDOM,False,Florida,"Turtle Beach, Siesta Key, Sarasota County",Swimming,Right foot bitten,Unprovoked
1149,2007.06.05,AUSTRALIA,UNITED KINGDOM,False,New South Wales,"Shelly Beach, Crescent Head",Surfing,Lacerations to leg & ankle,Unprovoked
1150,2007.05.26,USA,UNITED KINGDOM,False,South Carolina,Garden City,Wading,Lacerations to lower leg,Unprovoked
1151,2007.05.24,USA,UNITED KINGDOM,False,Virginia,"Virginia Aquarium & Marine Science Center, Virginia Beach ",Reviving a sedated shark,Left shin bitten by captive shark PROVOKED INCIDENT,Provoked
1152,2007.05.17.R,UNITED KINGDOM,UNITED KINGDOM,False,Kent,Folkestone,Fishing,Bitten on the nose by a hooked shark PROVOKED INCIDENT,Provoked
1153,2007.05.16,AUSTRALIA,UNITED KINGDOM,False,Western Australia,"Warra Beach, Coral Bay",Wading,Left heel & calf bitten,Unprovoked
1154,2007.05.12,AUSTRALIA,UNITED KINGDOM,False,Victoria,Warrnambool,Surfing,"No injury, shark's fin caught his leg",Unprovoked
1155,2007.05.10,USA,UNITED KINGDOM,False,Florida,"New Smyrna Beach, Volusia County",Surfing,Knee bitten,Unprovoked
1156,2007.05.09.R,SEYCHELLES,FRANCE,False,Bird Island,,Snorkeling,No injury,Unprovoked
1157,2007.05.08,AUSTRALIA,UNITED KINGDOM,True,New South Wales,Kingscliff Beach,Swimming,Shark involvement prior to death unconfirmed,Invalid
1158,2007.05.07.b,USA,UNITED KINGDOM,False,Hawaii,"Keawakapu Beach, Maui",Snorkeling,Right foot bitten,Unprovoked
1159,2007.05.07.a,USA,UNITED KINGDOM,False,Florida,Naples,Swimming,Circular bite on left thigh,Unprovoked
1160,2007.05.04,UNITED KINGDOM,UNITED KINGDOM,True,Providenciales,,Sea Disaster,Some of the bodies recovered had been bitten by sharks,Sea Disaster
1161,2007.05.00,BAHAMAS,UNITED KINGDOM,False,Bimini Islands,,Shark tagging,Lacerations to right upper arm by captive shark PROVOKED INCIDENT,Provoked
1162,2007.04.26,AUSTRALIA,UNITED KINGDOM,False,Queensland,"Mornington Island, Gulf of Carpentaria",Swimming / jumping off a jetty,Lower leg & foot injured,Unprovoked
1163,2007.04.22,USA,UNITED KINGDOM,False,Florida,"Hutchinson Island, St. Lucie County",Body boarding,Left foot bitten,Unprovoked
1164,2007.04.20,USA,UNITED KINGDOM,False,Florida,"New Smyrna Beach, Volusia County",Surfing,Lacerations to left index finger & thumb ,Unprovoked
1165,2007.04.13.R,USA,UNITED KINGDOM,False,Florida,"Florida Keys, Monroe County",Fishing,"No injury to occupants, shark holed the transom-mounted livewell ",Boat
1166,2007.04.09,NEW CALEDONIA,FRANCE,False,South Province,Dumb�a,Surfing,Left foot bitten,Unprovoked
1167,2007.04.01,USA,UNITED KINGDOM,False,Florida,"New Smyrna Beach, Volusia County",Playing on a sandbar,Lacerations & puncture wounds to right calf,Unprovoked
1168,2007.03.31.b,USA,UNITED KINGDOM,False,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",Surfing,Lacerations to right ankle ,Unprovoked
1169,2007.03.31.a,USA,UNITED KINGDOM,False,Florida,"Waveland Beach, Hutchinson Island, St. Lucie County",,Minor cuts to right buttock & thigh,Unprovoked
1170,2007.03.22,YEMEN,OTHER,True,Muhafazat Hadramawt,Ras-Alkalb,Murder,"FATAL,  beaten & thrown overboard by smugglers, they  were killed by sharks",Unprovoked
1171,2007.03.21,USA,UNITED KINGDOM,False,Florida,Jupiter Inlet,Surfing,Punctures & lacerations to right calf & calf,Unprovoked
1172,2007.03.20,AUSTRALIA,UNITED KINGDOM,False,New South Wales,South Golden Beach,Surfing,Lacerations to 3 fingers of left hand ,Unprovoked
1173,2007.03.14.R,USA,UNITED KINGDOM,False,Florida,Delray Beach,Shark fishing,Right hand bitten by hooked shark PROVOKED INCIDENT,Provoked
1174,2007.03.12,AUSTRALIA,UNITED KINGDOM,False,Queensland,"Moore Park, north of Bundaberg",Swimming,"Bruises to arm and hand, laceration to lower leg & minor injuries to foot",Unprovoked
1175,2007.03.11,USA,UNITED KINGDOM,False,Florida,"Tiger Shores Beach, Martin County",Surfing,Lacerations to right forearm & hand,Unprovoked
1176,2007.03.05.R,NEW ZEALAND,UNITED KINGDOM,False,Cook islans,Penhryn Island,Spearfishing,Leg bitten  by shark after he shot at it & missed  PROVOKED INCIDENT,Provoked
1177,2007.02.04,COSTA RICA,SPAIN,True,,,Swimming,Death due to drowning. Shark bite may have been postmortem,Invalid
1178,2007.02.03,AUSTRALIA,UNITED KINGDOM,False,New South Wales,Shelly Beach,Boogie Boarding,Lacerations to  lower left leg & ankle ,Unprovoked
1179,2007.02.00,NEW CALEDONIA,FRANCE,False,Loyalty Islands,Ouv�a,Spearfishing,Survived,Unprovoked
1180,2007.01.25.b,NEW CALEDONIA,FRANCE,False,North Province,Kaala-Gomen ,Spearfishing (free diving),Leg bitten,Unprovoked
1181,2007.01.25.a,USA,UNITED KINGDOM,False,Florida,100 miles off Ft. Myers Beach,Shrimping,"A large shark rammed boat, breaking prop shaft. No injury to occupants but boat sank several hours later",Boat
1182,2007.01.23,AUSTRALIA,UNITED KINGDOM,False,New South Wales,Cape Howe,Diving,Head & torso bitten,Unprovoked
1183,2007.01.19,AUSTRALIA,UNITED KINGDOM,True,New South Wales,Brunswick Heads,Swimming,Shark involvement prior to death unconfirmed,Invalid
1184,2007.01.14,SOUTH AFRICA,UNITED KINGDOM,True,Eastern Cape Province,"Second Beach, Port St. John's",Swimming / Body Surfing,"Presumed FATAL, body not recovered",Unprovoked
1185,2007.01.09,AUSTRALIA,UNITED KINGDOM,False,New South Wales,Sandbar Beach,Surfing,"No injury, shark damaged surfboard",Unprovoked
1186,2007.01.07,USA,UNITED KINGDOM,False,New York,"Smith Point, Long Island",Surfing,No injury,Invalid
1187,2007.01.05,USA,UNITED KINGDOM,False,Hawaii,"Majors Bay, Kaua'i",Surfing,"No injury, shark removed piece of surfboard",Unprovoked
1188,2006.12.18,AUSTRALIA,UNITED KINGDOM,False,Victoria,"Winki Pop, Bells Beach",Surfing,Left leg bitten,Unprovoked
1189,2006.12.11,NEW ZEALAND,UNITED KINGDOM,False,North Island,"Raglan, Manu Bay",Surfing,Foot bitten,Unprovoked
1190,2006.12.10,USA,UNITED KINGDOM,False,California,"Dillon Beach, Marin County",Surfing,"Minor injuries, surfboard bitten",Unprovoked
1191,2006.12.06,SOUTH AFRICA,UNITED KINGDOM,False,KwaZulu-Natal,Cape Vidal,Fishing,"Hand, thigh & calf bitten by hooked shark PROVOKED INCIDENT",Provoked
1192,2006.12.02,AUSTRALIA,UNITED KINGDOM,False,Western Australia,Wharton Beach,Body boarding,"Right leg severed, left leg lacerated",Unprovoked
1193,2006.11.25,PHILIPPINES,SPAIN,True,Surigao del Norte,"Off Bilisan Point, Hinatuarn Island",Sea Disaster,15 perished but shark involvement prior to death was not confirmed,Sea Disaster
1194,2006.11.11,USA,UNITED KINGDOM,False,Hawaii,"Kihei, Maui",Swimming,Laceration to left thigh & left hand,Unprovoked
1195,2006.11.09,SOUTH AFRICA,UNITED KINGDOM,False,Eastern Cape Province,"Nahoon, East London",Canoeing,Left arm lacerated when he grabbed shark by its tail PROVOKED INCIDENT,Provoked
1196,2006.10.31,USA,UNITED KINGDOM,False,Oregon,"Siletz River mouth, Lincoln County",Surfing,"No injury, surfboard bitten",Unprovoked
1197,2006.10.16,USA,UNITED KINGDOM,False,Florida,Sebastian Inlet,Fishing,Lower right leg and foot bitten,Unprovoked
1198,2006.10.10,USA,UNITED KINGDOM,False,Florida,"Daytona Beach, Volusia County",Surfing,Left ankle bitten,Unprovoked
1199,2006.10.07,USA,UNITED KINGDOM,False,Texas,"Isla Blanca Park, South Padre Island",Surfing,Lacerations to lower left leg,Unprovoked
1200,2006.10.05,USA,UNITED KINGDOM,False,Florida,"New Smyrna Beach, Volusia County",Playing soccer in the water,Lacerations to foot,Unprovoked
1201,2006.10.00.b,BAHAMAS,UNITED KINGDOM,False,New Providence Island,Nassau,Free diving / modeling,Puncture wounds to left foot,Unprovoked
1203,2006.09.30,SOUTH AFRICA,UNITED KINGDOM,False,Western Cape Province,Miller's Point,Spearfishing,No injury; 4m white shark made a threat display,Invalid
1204,2006.09.29,USA,UNITED KINGDOM,False,Florida,"New Smyrna Beach, Volusia County",Surfing,Big toe bitten,Unprovoked
1205,2006.09.18.R,USA,UNITED KINGDOM,False,Florida,"Off Key Largo, Monroe County",Diving / Kissing the shark,Lacerations to upper lip    PROVOKED INCIDENT,Provoked
1206,2006.09.16,USA,UNITED KINGDOM,False,North Carolina,Onslow Beach,Surfing,Laceration to left thigh,Unprovoked
1207,2006.09.14,USA,UNITED KINGDOM,False,Florida,"Singer Island, Riviera Beach",Swimming,Minor injury to left hand,Unprovoked
1208,2006.09.11,USA,UNITED KINGDOM,False,Florida,"New Smyrna Beach, Volusia County",Surfing,Left torso grazed,Unprovoked
1209,2006.09.04,AUSTRALIA,UNITED KINGDOM,True,Queensland,Great Barrier Reef  ,Diving,"Killed by a stingray, not a shark - a tragedy for his family and marine wildlife",Invalid
1210,2006.09.03.b,BRAZIL,PORTUGAL,True,,,,FATAL,Unprovoked
1211,2006.09.03.a,USA,UNITED KINGDOM,False,Florida,"New Smyrna Beach, Volusia County",Standing,Puncture wounds and cuts to right thigh,Unprovoked
1212,2006.09.02,USA,UNITED KINGDOM,False,Florida,"New Smyrna Beach, Volusia County",Swimming,Arm bitten,Unprovoked
1213,2006.09.02,SOUTH AFRICA,UNITED KINGDOM,False,Western Cape Province,Noordhoek,Surfing,"No injury, shark rammed surfboard",Unprovoked
1214,2006.08.29.b,USA,UNITED KINGDOM,False,Oregon,"Florence, Lane County",Surfing,Laceration & puncture wounds to foot,Unprovoked
1215,2006.08.29.a,AUSTRALIA,UNITED KINGDOM,False,South Australia,"Pennington Bay, Kangaroo Island",Surfing,"No injury, shark towed  surfer & board",Unprovoked
1216,2006.08.27,REUNION,FRANCE,False,Saint-Gilles-les-Bains,"Les Aigrettes, near Boucan-Canot",Body boarding,Laceration to right calf & heel,Unprovoked
1217,2006.08.22.b,BRAZIL,PORTUGAL,True,Pernambuco,Pina,,Shark bites may have been post mortem,Invalid
1218,2006.08.22.a,BELIZE,UNITED KINGDOM,True,Ambergris Caye,Near Ramon's Village,Spearfishing,Shark involvement prior to death not confirmed,Invalid
1219,2006.08.20.b,ITALY,OTHER,True,,Lampedusa Island,Sea Disaster,FATAL,Sea Disaster
1220,2006.08.20.a,REUNION,FRANCE,True,Saint-Pierre,Pointe du Diable,Surfing,FATAL,Unprovoked
1221,2006.08.15,SOUTH AFRICA,UNITED KINGDOM,False,Western Cape Province,Danger Reef,Surfing,"No injury, surfboard leash severed",Unprovoked
1222,2006.08.13,SOUTH AFRICA,UNITED KINGDOM,False,Western Cape Province,"Sunrise Beach, Muizenberg",Lifesaving drill,Foot severed,Unprovoked
1223,2006.08.00.b,USA,UNITED KINGDOM,False,North Carolina,"Masonboro Island, New Hanover County",Wading,Lacerations & punctures to left foot,Unprovoked
1224,2006.08.00.a,REUNION,FRANCE,False,,Le Port,Spearfishing,Thigh bitten,Unprovoked
1225,2006.07.31.R,USA,UNITED KINGDOM,False,Kentucky,"Newport Aquarium, Newport",Touching sharks,"Minor injuries, similar to paper cuts from the captive sharks  PROVOKED INCIDENTS",Provoked
1226,2006.07.31.a,USA,UNITED KINGDOM,False,Oregon,Oswald State Park,Surfing,Minor injury,Unprovoked
1227,2006.07.29.b,USA,UNITED KINGDOM,False,California,"Broad Beach, Malibu, Los Angeles County",Boogie Boarding,"Bruises, laceration to head, spinal cord injury & neck broken at C5/C6 ",Invalid
1228,2006.07.29.a,USA,UNITED KINGDOM,False,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,Foot bitten,Unprovoked
1229,2006.07.28,SOUTH AFRICA,UNITED KINGDOM,False,Western Cape Province,Fish Hoek,Surf-skiing,"No injury, surf ski bitten",Unprovoked
1230,2006.07.25,USA,UNITED KINGDOM,False,Florida,"New Smyrna Beach, Volusia County",Surfing,Minor lacerations to right foot,Unprovoked
1231,2006.07.23,USA,UNITED KINGDOM,False,Texas,"Sargent Beach, Matagorda County",Surf fishing,Right foot bitten,Unprovoked
1232,2006.07.17.R,AUSTRALIA,UNITED KINGDOM,False,Torres Strait,Western Province,,8 shark-bitten bodies washed ashore,Invalid
1233,2006.07.17,USA,UNITED KINGDOM,False,South Carolina,"Singleton Beach, Hilton Head Island, Beaufort County",Standing,Left ankle & foot bitten,Unprovoked
1234,2006.07.13,SPAIN,SPAIN,False,Alicante,San Juan Beach  ,Swimming,Hand & wrist severely bitten,Invalid
1235,2006.07.12,USA,UNITED KINGDOM,False,South Carolina,"Kiawah Island, Charleston County",Swimming,Ankle & foot bitten,Unprovoked
1236,2006.07.10,BRAZIL,PORTUGAL,True,Pernambuco,Body recovered at Goiana,,FATAL,Unprovoked
1237,2006.07.09.b,USA,UNITED KINGDOM,False,Florida,"New Smyrna Beach, Volusia County",Wading,Dorsum of left foot bitten,Unprovoked
1238,2006.07.09.a,USA,UNITED KINGDOM,False,Florida,"Ponte Vedra Beach, St Johns County",Walking,Lower leg & ankle bitten,Unprovoked
1239,2006.07.08.b,USA,UNITED KINGDOM,False,South Carolina,"Debordieu Beach, Georgetown County",Body boarding,Foot bitten,Unprovoked
1240,2006.07.08.a,USA,UNITED KINGDOM,False,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Swimming,Right calf bitten,Unprovoked
1241,2006.06.30.b,USA,UNITED KINGDOM,False,Florida,"Florida Keys, Monroe County",Spearfishing,Lacerations & puncture wound  to arm,Unprovoked
1242,2006.06.30.a,USA,UNITED KINGDOM,False,Florida,"Florida Keys, Monroe County",Spearfishing,Minor injuries,Unprovoked
1243,2006.06.27,USA,UNITED KINGDOM,False,Florida,"Hutchinson Island, St. Lucie County",Body boarding,Right calf bitten,Unprovoked
1244,2006.06.26,USA,UNITED KINGDOM,False,Florida,Fort Myers,Fishing,Non-swimmer pulled off pier& into the water by a hooked shark PROVOKED INCIDENT,Provoked
1245,2006.06.24,BAHAMAS,UNITED KINGDOM,False,Andros Islands,Mangrove Cay,Spearfishing,Right arm severely bitten,Unprovoked
1246,2006.06.20,USA,UNITED KINGDOM,False,Florida,"New Smyrna Beach, Volusia County",Surfing,2-inch puncture wounds on right foot,Unprovoked
1247,2006.06.18,BRAZIL,PORTUGAL,True,Pernambuco,"Punta Del Chifre Beach, Olinda",Body boarding,Left thigh bitten FATAL,Unprovoked
1248,2006.06.17,USA,UNITED KINGDOM,False,California,"Monterey, Monterey County",Scuba diving,"No injury, shark bit scuba tank boot",Unprovoked
