,Case Number,Date,Year,Type,Country,Area,Location,Activity,Fatal (Y/N),original order
769,2010.09.03.a,03-Sep-10,2010,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5224
773,2010.08.17,17-Aug-10,2010,Unprovoked,AUSTRALIA,Western Australia,Cowaramup Bay,Surfing,Y,5220
777,2010.08.08,08-Aug-10,2010,Unprovoked,AUSTRALIA,New South Wales,Crescent Head,Surfing,N,5216
778,2010.08.07.b,07-Aug-10,2010,Unprovoked,USA,North Carolina,"Figure Eight Island, Wilmington, New Hanover County",Surfing,N,5215
784,2010.07.23,23-Jul-10,2010,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Surfing,N,5209
787,2010.07.17.a,17-Jul-10,2010,Unprovoked,USA,Florida,New Smyrna Beach,Surfing,N,5206
793,2010.07.02.b,02-Jul-10,2010,Unprovoked,USA,California,"Pismo Beach, San Luis  Obispo County",Surfing,N,5200
795,2010.06.27,27-Jun-10,2010,Unprovoked,USA,Texas,"Eight Mile Beach, Galveston",Surfing,N,5198
800,2010.06.06,06-Jun-10,2010,Unprovoked,AUSTRALIA,Western Australia,"Conspicuous Beach, near Walpole",Surfing,N,5193
801,2010.06.00,Jun-10,2010,Unprovoked,USA,Florida,"Ponte Vedra Beach, St Johns County",Surfing,N,5192
805,2010.05.18.a,18-May-10,2010,Unprovoked,AUSTRALIA,New South Wales,Point Plomer,Surfing,N,5188
809,2010.04.19,19-Apr-10,2010,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,N,5184
810,2010.04.13,13-Apr-10,2010,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"East Beach, Port Alfred",Surfing,N,5183
812,2010.03.27, 27-Mar-2010,2010,Unprovoked,REUNION,Saint-Benoit,Bittern,Surfing,N,5181
814,2010.02.16,16-Feb-10,2010,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,Surfing,N,5179
817,2010.02.11,11-Feb-10,2010,Unprovoked,AUSTRALIA,New South Wales,"Mona Vale Beach, Sydney",Surfing,N,5176
824,2010.01.30,31-Jan-10,2010,Unprovoked,BRAZIL,Rio Grande Do Sul,"Atlantis Beach, near Tramandai",Surfing,N,5169
825,2010.01.27,27-Jan-10,2010,Unprovoked,AUSTRALIA,Queensland,Archie's Beach,Surfing,N,5168
826,2010.01.22.b,22-Jan-10,2010,Unprovoked,UNITED ARAB EMIRATES (UAE),Dubai,"Umm Suqeim Beach, Dubai",Surfing,N,5167
827,2010.01.22.a,22-Jan-10,2010,Unprovoked,AUSTRALIA,Victoria,Geelong,Surfing,N,5166
834,2010.01.05,05-Jan-10,2010,Unprovoked,SOUTH AFRICA,Eastern Province,"Nahoon, East London",Surfing,N,5159
841,2009.12.18,18-Dec-09,2009,Invalid,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Surfing,N,5152
843,2009.12.13,13-Dec-09,2009,Unprovoked,AUSTRALIA,New South Wales,Coffee Head,Surfing,N,5150
846,2009.11.25,25-Nov-09,2009,Invalid,USA,California,"Huntington Beach, Orange County",Surfing,N,5147
849,2009.11.16.a,16-Nov-09,2009,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Surfing,N,5144
850,2009.11.13,13-Nov-09,2009,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Surfing,N,5143
851,2009.11.11,11-Nov-09,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5142
853,2009.11.05,05-Nov-09,2009,Unprovoked,USA,California,"Davenport, Santa Cruz County",Surfing,N,5140
857,2009.10.24,24-Oct-09,2009,Unprovoked,USA,California,"San Onofre, San Diego County ",Surfing,N,5136
858,2009.10.19,19-Oct-09,2009,Unprovoked,USA,Hawaii,"Kalama Park, Maui",Surfing,N,5135
862,2009.10.09,09-Oct-09,2009,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,N,5131
872,2009.08.30,30-Aug-09,2009,Unprovoked,USA,California,"Huntington Beach, Orange County",Surfing,N,5121
873,2009.08.29,29-Aug-09,2009,Unprovoked,SOUTH AFRICA,Western Cape Province,Glentana,Surfing,Y,5120
877,2009.08.06,06-Aug-09,2009,Unprovoked,USA,Hawaii,Kawa'a ,Surfing,N,5116
880,2009.07.30,30-Jul-09,2009,Unprovoked,AUSTRALIA,New South Wales,Broken Head,Surfing,N,5113
890,2009.07.07,07-Jul-09,2009,Unprovoked,SOUTH AFRICA,Western Cape Province,"Jogensfontein, Stilbaai",Surfing,N,5103
893,2009.06.27,27-Jun-09,2009,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",Surfing,N,5100
894,2009.06.21,21-Jun-09,2009,Invalid,USA,California,"Shell Beach, San Luis Obispo County",Surfing,N,5099
902,2009.05.17,17-May-09,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5091
903,2009.05.16.b,16-May-09,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5090
904,2009.05.16.a,16-May-09,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5089
908,2009.04.25.R,Reported 25-Apr-2009,2009,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,N,5085
909,2009.04.21,21-Apr-09,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5084
911,2009.04.19,19-Apr-09,2009,Unprovoked,USA,Florida,"Carlin Park, Jupiter Inlet",Surfing,N,5082
913,2009.04.17.,17-Apr-09,2009,Unprovoked,USA,Florida,"Walton Rocks, St Lucie County",Surfing,N,5080
919,2009.03.21,21-Mar-09,2009,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Surfing,Y,5074
920,2009.03.20,20-Mar-09,2009,Unprovoked,AUSTRALIA,New South Wales,Blue Bay,Surfing,N,5073
921,2009.03.19.b,19-Mar-09,2009,Unprovoked,AUSTRALIA,New South Wales,South Broulee,Surfing,N,5072
922,2009.03.19.a,19-Mar-09,2009,Unprovoked,AUSTRALIA,New South Wales,Bateman's Bay,Surfing,N,5071
923,2009.03.18.a,18-Mar-09,2009,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,N,5070
927,2009.03.06,06-Mar-09,2009,Unprovoked,NEW CALEDONIA,South Province,Bourail,Surfing,Y,5066
930,2009.03.01.a,01-Mar-09,2009,Unprovoked,AUSTRALIA,New South Wales,Avalon,Surfing,N,5063
932,2009.02.18,18-Feb-09,2009,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",Surfing,N,5061
933,2009.02.12,12-Feb-09,2009,Unprovoked,AUSTRALIA,New South Wales,"Bondi Beach, Sydney",Surfing,N,5060
936,2009.02.07.b,07-Feb-09,2009,Unprovoked,AUSTRALIA,New South Wales,Cellito Beach,Surfing,N,5057
937,2009.02.07.a,07-Feb-09,2009,Unprovoked,AUSTRALIA,New South Wales,Sandon,Surfing,N,5056
946,2009.01.16,16-Jan-09,2009,Unprovoked,NEW ZEALAND,South Island,Karitane Beach,Surfing,N,5047
949,2009.01.11.b,11-Jan-09,2009,Unprovoked,AUSTRALIA,Tasmania,Binalong Bay,Surfing,N,5044
950,2009.01.11.a,11-Jan-09,2009,Unprovoked,AUSTRALIA,New South Wales,Fingal Beach,Surfing,N,5043
952,2009.01.10.a,10-Jan-09,2009,Unprovoked,ECUADOR,Galapagos Islands,Isla Isabella,Surfing,N,5041
974,2008.10.11,11-Oct-08,2008,Unprovoked,AUSTRALIA,New South Wales,Lake Macquarie,Surfing,N,5019
977,2008.09.28.b,28-Sep-08,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5016
978,2008.09.28.a,28-Sep-08,2008,Unprovoked,USA,Florida,Bethune Beach,Surfing,N,5015
981,2008.09.09,09-Sep-08,2008,Unprovoked,USA,Hawaii,"Ka'a'awa, Oahu",Surfing,N,5012
982,2008.09.08,08-Sep-08,2008,Unprovoked,USA,California,"Surf Beach, Lompoc, Santa Barbara County",Surfing,N,5011
983,2008.09.07,07-Sep-08,2008,Unprovoked,AUSTRALIA,New South Wales,"Clarks Beach, Byron Bay",Surfing,N,5010
984,2008.09.06.b,06-Sep-08,2008,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,N,5009
985,2008.09.06.a,06-Sep-08,2008,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,N,5008
986,2008.09.01,01-Sep-08,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5007
987,2008.09.00,Sep-08,2008,Unprovoked,USA,Florida,Hutchinson Island,Surfing,N,5006
988,2008.08.30.c,30-Aug-08,2008,Unprovoked,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Surfing,N,5005
991,2008.08.28,28-Aug-08,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5002
992,2008.08.27,27-Aug-08,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5001
994,2008.08.22,24-Aug-08,2008,Invalid,USA,North Carolina,"Surf City, Topsail Island, Pender County",Surfing,N,4999
1000,2008.07.30.R,30-Jul-08,2008,Unprovoked,AUSTRALIA,Victoria,Levys Beach,Surfing,N,4993
1005,2008.07.25.b,25-Jul-08,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,4988
1009,2008.07.23,23-Jul-08,2008,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,4984
1013,2008.07.11,11-Jul-08,2008,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Surfing,N,4980
1021,2008.06.26.b,26-Jun-08,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,4972
1023,2008.06.24,24-Jun-08,2008,Unprovoked,BRAZIL,Bahia,Guarajuba,Surfing,N,4970
1026,2008.06.11,11-Jun-08,2008,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre, Olinda",Surfing,N,4967
1031,2008.05.26,26-May-08,2008,Unprovoked,USA,North Carolina,"Hammocks Beach State Park, Bear Island, Onslow County",Surfing,N,4962
1033,2008.05.24.a,24-May-08,2008,Unprovoked,MEXICO,Guerro,Playa Linda,Surfing,N,4960
1034,2008.05.23,23-May-08,2008,Unprovoked,MEXICO,Guerro,Pantla Beach,Surfing,Y,4959
1040,2008.04.28.b,28-Apr-08,2008,Unprovoked,MEXICO,Guerro,Troncones Beach,Surfing,Y,4953
1041,2008.04.28.a,28-Apr-08,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,4952
1042,2008.04.27,27-Apr-08,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,4951
1044,2008.04.26.a,26-Apr-08,2008,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,4949
1046,2008.04.20.b,20-Apr-08,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,4947
1050,2008.04.17,17-Apr-08,2008,Invalid,AUSTRALIA,Queensland,"Duranbah, Greenmount Beach",Surfing,N,4943
1051,2008.04.15,15-Apr-08,2008,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,N,4942
1054,2008.04.08.R,Reported 08-Apr-2008,2008,Unprovoked,USA,Florida,"1.4 miles south of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Surfing,N,4939
1058,2008.03.28.b,28-Mar-08,2008,Unprovoked,USA,Florida,"New Smyrna Beach / Ponce Inlet, Volusia County",Surfing,N,4935
1063,2008.03.07,07-Mar-08,2008,Unprovoked,USA,California," Huntington Beach, Orange County",Surfing,N,4930
1066,2008.02.15,15-Feb-08,2008,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,N,4927
1067,2008.02.07,07-Feb-08,2008,Unprovoked,AUSTRALIA,New South Wales,Horseshoe Bay,Surfing,N,4926
1073,2008.01.10,10-Jan-08,2008,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,N,4920
1075,2008.00.00.a,Summer-2008,2008,Unprovoked,MEXICO,Baja California,Playas de Tijuana,Surfing,N,4918
1076,2007.12.21,21-Dec-07,2007,Unprovoked,ECUADOR,Galapagos Islands,San Cristobal Island,Surfing,N,4917
1078,2007.12.18,18-Dec-07,2007,Unprovoked,AUSTRALIA,New South Wales,Jimmy's Beach,Surfing,N,4915
1081,2007.12.10,10-Dec-07,2007,Unprovoked,USA,Hawaii,"Waialua Bay, O'ahu",Surfing,N,4912
1082,2007.12.09,09-Dec-07,2007,Unprovoked,NEW ZEALAND,South Island,Kaikoura,Surfing,N,4911
1085,2007.11.08,08-Nov-07,2007,Unprovoked,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",Surfing,N,4908
1086,2007.11.07,07-Nov-07,2007,Unprovoked,SOUTH AFRICA,Western Cape Province,The Strand,Surfing,N,4907
1087,2007.11.06,06-Nov-07,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,4906
1088,2007.11.04,04-Nov-07,2007,Unprovoked,USA,Florida,"Round Island Park, Indian River County",Surfing,N,4905
1089,2007.11.03,03-Nov-07,2007,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,Surfing,N,4904
1094,2007.10.07,07-Oct-07,2007,Unprovoked,USA,California,"Venice Pier, Venice, Los Angeles County",Surfing,N,4899
1095,2007.10.06,06-Oct-07,2007,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,N,4898
1096,2007.09.30.c,30-Sep-07,2007,Unprovoked,USA,California,"Santa Monica, Los Angeles County",Surfing,N,4897
1100,2007.09.27.b,27-Sep-07,2007,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",Surfing,N,4893
1103,2007.09.22.a,22-Sep-07,2007,Unprovoked,USA,Florida,Huguenot Park,Surfing,N,4890
1104,2007.09.20,20-Sep-07,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,4889
1107,2007.09.16.a,16-Sep-07,2007,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Surfing,N,4886
1115,2007.08.28.a,28-Aug-07,2007,Unprovoked,USA,California,"Marina State Beach, Monterey County",Surfing,N,4878
1116,2007.08.26,26-Aug-07,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,4877
1117,2007.08.25,25-Aug-07,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,4876
1121,2007.08.19.b,19-Aug-07,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,4872
1129,2007.07.29,29-Jul-07,2007,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,N,4864
1130,2007.07.28,28-Jul-07,2007,Unprovoked,USA,California,"Imperial Beach, San Diego County",Surfing,N,4863
1140,2007.07.05,05-Jul-07,2007,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,N,4853
1145,2007.06.25,25-Jun-07,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,4848
1146,2007.06.24,24-Jun-07,2007,Unprovoked,USA,Hawaii,"Silva's Channel, Mokuleia, O'ahu",Surfing,N,4847
1147,2007.06.17,17-Jun-07,2007,Invalid,USA,Florida,"Vilano Beach, St.  Johns County",Surfing,N,4846
1149,2007.06.05,05-Jun-07,2007,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, Crescent Head",Surfing,N,4844
1154,2007.05.12,12-May-07,2007,Unprovoked,AUSTRALIA,Victoria,Warrnambool,Surfing,N,4839
1155,2007.05.10,10-May-07,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,4838
1164,2007.04.20,20-Apr-07,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,4829
1166,2007.04.09,09-Apr-07,2007,Unprovoked,NEW CALEDONIA,South Province,Dumb�a,Surfing,N,4827
1168,2007.03.31.b,31-Mar-07,2007,Unprovoked,USA,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",Surfing,N,4825
1171,2007.03.21,21-Mar-07,2007,Unprovoked,USA,Florida,Jupiter Inlet,Surfing,N,4822
1172,2007.03.20,20-Mar-07,2007,Unprovoked,AUSTRALIA,New South Wales,South Golden Beach,Surfing,N,4821
